key,id,summary,status,issuetype,creator_name,assignee_name,created,updated,project_name,project_id,priority_name,priority_id,project_due_date,issue_url,today,days_old,year_updated,month_updated,year_created,month_created,last_updated_days,project_due_date_days,velocity,velocity_hours,velocity_days,target_end_date,bussiness_lead,planning_rank,portfolio_rank
DEVOPS-1303,68022,marconi-dev and marconi-stg cluster access for Jeff Slutz,Done,Task,Jeff Slutz,Dan Shepard,2021-02-11 17:10:21.334000-07:00,2021-02-17 07:47:54.578000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1303,2025-05-23 07:53:22.909127-06:00,1561,2021,2,2021,2,1555,-7719,5,134.62590111111112,5,,Unknown,,
DEVOPS-1296,67978,Add  Environment Variables for Marconi Database Schema Name,Done,Task,Marius Ngaboyamahina,Dan Shepard,2021-02-10 06:01:28.691000-07:00,2021-02-17 07:06:10.021000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1296,2025-05-23 07:53:22.918562-06:00,1563,2021,2,2021,2,1555,-7719,7,169.0781472222222,7,,Unknown,,
DEVOPS-1312,68076,Marconi: CI/CD does not deliver latest code ,Done,Bug,Roman Ostash,Dan Shepard,2021-02-16 03:10:22.114000-07:00,2021-02-17 06:51:34.279000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1312,2025-05-23 07:53:22.927649-06:00,1557,2021,2,2021,2,1556,-7719,1,27.6867125,1,,Unknown,,
DEVOPS-1332,68141,Marconi: CI/CD Stream management service was not updated on the latest staging release,Done,Bug,Roman Ostash,Dan Shepard,2021-02-17 06:01:08.040000-07:00,2021-02-17 06:50:55.511000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1332,2025-05-23 07:53:22.936548-06:00,1556,2021,2,2021,2,1556,-7719,0,0.8298530555555556,0,,Unknown,,
DEVOPS-1273,67887,Onboard 2 DevOps Engineers,Done,Task,Mike Admire,Dan Shepard,2021-02-08 06:23:13.235000-07:00,2021-02-16 08:07:29.227000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1273,2025-05-23 07:53:22.945817-06:00,1565,2021,2,2021,2,1556,-7718,8,193.73777555555554,8,,Unknown,,
DEVOPS-1309,68062,Grant Jeff Slutz RO access to Marconi-NonProd,Done,Task,Dan Shepard,Dan Shepard,2021-02-12 14:32:54.921000-07:00,2021-02-12 14:33:05.326000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1309,2025-05-23 07:53:22.954596-06:00,1560,2021,2,2021,2,1560,-7714,0,0.0028902777777777776,0,,Unknown,,
DEVOPS-1308,68060,Turn Off Automatic Knex Migrations,Done,Task,Jeff Slutz,Dan Shepard,2021-02-12 13:52:56.421000-07:00,2021-02-12 14:00:27.913000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1308,2025-05-23 07:53:22.963827-06:00,1560,2021,2,2021,2,1560,-7714,0,0.12541444444444444,0,,Unknown,,
DEVOPS-1304,68031,Marconi: CI/CD job failed,Done,Bug,Roman Ostash,Dan Shepard,2021-02-12 03:29:12.376000-07:00,2021-02-12 08:43:31.632000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1304,2025-05-23 07:53:22.973252-06:00,1561,2021,2,2021,2,1560,-7714,0,5.238682222222223,0,,Unknown,,
DEVOPS-1305,68041,Password reset for UNITY's JUAN CAMILO GIRALDO ,Done,Bug,Juan Camilo Giraldo Chaverra,Dan Shepard,2021-02-12 08:01:11.698000-07:00,2021-02-12 08:41:15.895000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1305,2025-05-23 07:53:22.982306-06:00,1560,2021,2,2021,2,1560,-7714,0,0.6678325,0,,Unknown,,
DEVOPS-1299,67998,Unity Dev build failing,Done,Task,Ferney Peña Rivillas,Dan Shepard,2021-02-11 08:58:19.411000-07:00,2021-02-11 11:01:06.445000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1299,2025-05-23 07:53:22.991349-06:00,1561,2021,2,2021,2,1561,-7713,0,2.0463983333333333,0,,Unknown,,
DEVOPS-1279,67917,Fix passwordless sudo on legacy jenkins master/slaves,Done,Task,Eric Paul,Dan Shepard,2021-02-08 14:40:40.936000-07:00,2021-02-10 08:12:20.918000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1279,2025-05-23 07:53:23.000710-06:00,1564,2021,2,2021,2,1562,-7712,1,41.52777277777778,1,,Unknown,,
DEVOPS-1286,67944,A Marconi Audio Ingest Pod in staging was not updated after deployment,Done,Bug,Nebiyou Yismaw,Dan Shepard,2021-02-09 11:25:20.629000-07:00,2021-02-10 07:04:51.336000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1286,2025-05-23 07:53:23.009775-06:00,1563,2021,2,2021,2,1562,-7712,0,19.65852972222222,0,,Unknown,,
DEVOPS-1262,67768,Change DB_NAME config value for DEV enviroment,Done,Task,Roman Ostash,Dan Shepard,2021-02-04 07:37:44.178000-07:00,2021-02-05 11:48:48.166000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1262,2025-05-23 07:53:23.019946-06:00,1568,2021,2,2021,2,1567,-7707,1,28.18444111111111,1,,Unknown,,
DEVOPS-1271,67851,Change DB_NAME config value for STAGE enviroment,Done,Task,Roman Ostash,Dan Shepard,2021-02-05 11:14:33.432000-07:00,2021-02-05 11:26:27.056000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1271,2025-05-23 07:53:23.030234-06:00,1567,2021,2,2021,2,1567,-7707,0,0.1982288888888889,0,,Unknown,,
DEVOPS-1241,67523,Unity - Develop and Staging jenkins builds failing,Done,Bug,Luis Felipe Bertel Mercado,Dan Shepard,2021-01-29 08:59:03.522000-07:00,2021-02-05 11:02:46.210000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1241,2025-05-23 07:53:23.040530-06:00,1574,2021,2,2021,1,1567,-7707,7,170.06185777777776,7,,Unknown,,
DEVOPS-1267,67807,Create Jenkins https://jenkins-shared.radio.com/ login for mike.finnegan@entercom.com,Done,Story,Former user,Dan Shepard,2021-02-04 12:49:37.088000-07:00,2021-02-04 13:14:26.586000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1267,2025-05-23 07:53:23.051473-06:00,1568,2021,2,2021,2,1568,-7706,0,0.41374944444444445,0,,Unknown,,
DEVOPS-1254,67671,Unity Dev build failing,Done,Task,Phil Olson,Dan Shepard,2021-02-02 10:04:43.649000-07:00,2021-02-02 10:12:57.391000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1254,2025-05-23 07:53:23.062086-06:00,1570,2021,2,2021,2,1570,-7704,0,0.13715055555555555,0,,Unknown,,
DEVOPS-1244,67541,unity - Develop Jenkins is failing,Done,Task,Julian Figueroa Torres,Dan Shepard,2021-01-29 12:18:28.522000-07:00,2021-01-29 12:54:14.139000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1244,2025-05-23 07:53:23.071867-06:00,1574,2021,1,2021,1,1574,-7700,0,0.5960047222222222,0,,Unknown,,
DEVOPS-1220,67276,"delete permissions on all the s3 production buckets , data01, data02 ec2 instances",Done,Task,Former user,Dan Shepard,2021-01-25 14:22:07.309000-07:00,2021-01-29 06:23:28.723000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1220,2025-05-23 07:53:23.081429-06:00,1578,2021,1,2021,1,1575,-7700,3,88.022615,3,,Unknown,,
DEVOPS-1213,67193,AWS Sandbox Account,Done,Task,Raymond DeRoo,Dan Shepard,2021-01-22 18:30:34.059000-07:00,2021-01-28 08:10:56.192000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1213,2025-05-23 07:53:23.090830-06:00,1581,2021,1,2021,1,1575,-7699,5,133.67281472222223,5,,Unknown,,
DEVOPS-1234,67442,Elevate Permissions in AWS,Done,Task,Ryan Hartman,Dan Shepard,2021-01-27 13:31:12.376000-07:00,2021-01-28 06:40:01.962000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1234,2025-05-23 07:53:23.100052-06:00,1576,2021,1,2021,1,1576,-7699,0,17.147107222222225,0,,Unknown,,
DEVOPS-1225,67327,Raymond SSO issues,Done,Task,Dan Shepard,Dan Shepard,2021-01-26 11:38:59.867000-07:00,2021-01-27 13:47:24.680000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1225,2025-05-23 07:53:23.109292-06:00,1577,2021,1,2021,1,1576,-7698,1,26.140225833333332,1,,Unknown,,
DEVOPS-1228,67426,Marconi: provide a FQDN for the audio ingest pods to QA,Done,Task,Cris Stoddard,Dan Shepard,2021-01-27 09:27:40.654000-07:00,2021-01-27 12:58:01.754000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1228,2025-05-23 07:53:23.118474-06:00,1576,2021,1,2021,1,1576,-7698,0,3.5058611111111113,0,,Unknown,,
DEVOPS-1162,66770,Get Ryan SSH access to etm-cms-loadTesting ec2 instance,Done,Task,Tiffany Chow,Dan Shepard,2021-01-13 08:00:55.895000-07:00,2021-01-27 12:43:18.738000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1162,2025-05-23 07:53:23.127397-06:00,1590,2021,1,2021,1,1576,-7698,14,340.7063452777778,14,,Unknown,,
DEVOPS-1231,67431,Provide Phil ssh access to etm-cms-loadTesting ec2 instance,Done,Task,Phil Olson,Dan Shepard,2021-01-27 11:05:27.796000-07:00,2021-01-27 12:43:15.921000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1231,2025-05-23 07:53:23.136642-06:00,1576,2021,1,2021,1,1576,-7698,0,1.6300347222222222,0,,Unknown,,
DEVOPS-1232,67438,Unity dev build failing,Done,Task,Phil Olson,Dan Shepard,2021-01-27 11:26:27.295000-07:00,2021-01-27 12:38:24.387000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1232,2025-05-23 07:53:23.146000-06:00,1576,2021,1,2021,1,1576,-7698,0,1.1991922222222222,0,,Unknown,,
DEVOPS-1227,67391,Unity - Stg build failing on Jenkins,Done,Task,Julian Figueroa Torres,Dan Shepard,2021-01-26 16:05:54.313000-07:00,2021-01-27 06:18:01.720000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1227,2025-05-23 07:53:23.155083-06:00,1577,2021,1,2021,1,1577,-7698,0,14.2020575,0,,Unknown,,
DEVOPS-1226,67345,truncate tables in roc db,Done,Task,Dan Shepard,Dan Shepard,2021-01-26 13:51:11.227000-07:00,2021-01-26 13:59:23.248000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1226,2025-05-23 07:53:23.164595-06:00,1577,2021,1,2021,1,1577,-7697,0,0.1366725,0,,Unknown,,
DEVOPS-1224,67326,credentialed access from an ec2 to s3,Done,Task,Raymond DeRoo,Dan Shepard,2021-01-26 11:38:49.914000-07:00,2021-01-26 12:26:48.830000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1224,2025-05-23 07:53:23.173913-06:00,1577,2021,1,2021,1,1577,-7697,0,0.799698888888889,0,,Unknown,,
DEVOPS-1223,67324,ROC deployment issues,Done,Task,Dan Shepard,Dan Shepard,2021-01-26 11:38:20.431000-07:00,2021-01-26 12:09:09.055000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1223,2025-05-23 07:53:23.182952-06:00,1577,2021,1,2021,1,1577,-7697,0,0.5135066666666667,0,,Unknown,,
DEVOPS-1201,67098,Marconi: Change MARCONI_EVENT_KAFKA_TOPIC env variable for dev/stage,Done,Task,Roman Ostash,Dan Shepard,2021-01-21 09:57:07.181000-07:00,2021-01-26 09:54:32.768000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1201,2025-05-23 07:53:23.192183-06:00,1582,2021,1,2021,1,1577,-7697,4,119.9571075,4,,Unknown,,
DEVOPS-1198,67083,Please provide me the exec permissions to the dev/stage cluster k8s,Done,Task,Roman Ostash,Dan Shepard,2021-01-21 06:13:21.624000-07:00,2021-01-26 09:54:32.692000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1198,2025-05-23 07:53:23.201598-06:00,1583,2021,1,2021,1,1577,-7697,5,123.68640777777779,5,,Unknown,,
DEVOPS-1221,67295,Unity - Dev builds failing in Jenkins ,Done,Task,Tiffany Chow,Dan Shepard,2021-01-26 07:16:19.069000-07:00,2021-01-26 07:25:08.056000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1221,2025-05-23 07:53:23.211078-06:00,1577,2021,1,2021,1,1577,-7697,0,0.14694083333333333,0,,Unknown,,
DEVOPS-1219,67265,Marconi: Onboard Jeff Slutz,Done,Task,Matt Osminer,Dan Shepard,2021-01-25 13:41:52.308000-07:00,2021-01-25 13:49:40.806000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1219,2025-05-23 07:53:23.219898-06:00,1578,2021,1,2021,1,1578,-7696,0,0.13013833333333333,0,,Unknown,,
DEVOPS-1204,67107,QA needs access in metadata staging to see S3 records,Done,Task,Vincent Murr,Dan Shepard,2021-01-21 11:49:40.278000-07:00,2021-01-25 11:32:47.613000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1204,2025-05-23 07:53:23.228879-06:00,1582,2021,1,2021,1,1578,-7696,3,95.71870416666667,3,,Unknown,,
DEVOPS-1206,67148,New Hire Access,Done,Task,Alyssa.Roselli,Dan Shepard,2021-01-21 18:48:54.402000-07:00,2021-01-25 07:13:09.491000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1206,2025-05-23 07:53:23.238326-06:00,1582,2021,1,2021,1,1578,-7696,3,84.40419138888888,3,,Unknown,,
DEVOPS-1207,67161,StreamManager: Incorrect health-check probe,Done,Bug,Roman Ostash,Dan Shepard,2021-01-22 06:57:37.678000-07:00,2021-01-22 07:49:45.208000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1207,2025-05-23 07:53:23.247325-06:00,1581,2021,1,2021,1,1581,-7693,0,0.8687583333333334,0,,Unknown,,
DEVOPS-1203,67105,Marconi: DB user access,Done,Task,Matt Osminer,Dan Shepard,2021-01-21 11:12:26.112000-07:00,2021-01-21 11:12:46.432000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1203,2025-05-23 07:53:23.256361-06:00,1582,2021,1,2021,1,1582,-7692,0,0.005644444444444444,0,,Unknown,,
DEVOPS-1200,67091,Marconi Database Access,Done,Task,Raymond DeRoo,Dan Shepard,2021-01-21 09:20:37.206000-07:00,2021-01-21 09:20:49.147000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1200,2025-05-23 07:53:23.266197-06:00,1582,2021,1,2021,1,1582,-7692,0,0.003316944444444445,0,,Unknown,,
DEVOPS-1175,66954,We need distinct kafka(MSK) broker environment variables  for dev and staging,Done,Task,Ed Colgan,Dan Shepard,2021-01-17 14:39:11.787000-07:00,2021-01-21 07:46:05.836000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1175,2025-05-23 07:53:23.274929-06:00,1586,2021,1,2021,1,1582,-7692,3,89.11501361111111,3,,Unknown,,
DEVOPS-1197,67082,[Marconi]: Update the following Env Vars in Dev and Staging for Marconi,Done,Task,Nebiyou Yismaw,Dan Shepard,2021-01-21 00:28:55.351000-07:00,2021-01-21 07:46:05.823000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1197,2025-05-23 07:53:23.284089-06:00,1583,2021,1,2021,1,1582,-7692,0,7.2862422222222225,0,,Unknown,,
DEVOPS-1193,67060,Configure k8s to add Marconi Stream Manager Service on staging,Done,Task,Bonaparte Ituze,Dan Shepard,2021-01-20 11:36:44.557000-07:00,2021-01-20 11:56:39.076000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1193,2025-05-23 07:53:23.293415-06:00,1583,2021,1,2021,1,1583,-7691,0,0.33181083333333333,0,,Unknown,,
DEVOPS-1194,67061,Unity dev build failing again,Done,Story,Phil Olson,Dan Shepard,2021-01-20 11:41:41.861000-07:00,2021-01-20 11:50:20.482000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1194,2025-05-23 07:53:23.302386-06:00,1583,2021,1,2021,1,1583,-7691,0,0.1440613888888889,0,,Unknown,,
DEVOPS-1186,67030,Grant access to jenkins-shared.radio.com to Tim Browne,Done,Task,Tim Browne,Dan Shepard,2021-01-19 15:00:43.987000-07:00,2021-01-20 06:22:37.245000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1186,2025-05-23 07:53:23.311629-06:00,1584,2021,1,2021,1,1584,-7691,0,15.36479388888889,0,,Unknown,,
DEVOPS-1189,67040,[Marconi] Update probes for stream-manager,Done,Task,Bonaparte Ituze,Dan Shepard,2021-01-20 04:58:22.948000-07:00,2021-01-20 06:09:14.930000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1189,2025-05-23 07:53:23.320859-06:00,1584,2021,1,2021,1,1584,-7691,0,1.1811061111111112,0,,Unknown,,
DEVOPS-1177,66957,Marconi: CI/CD does not work,Done,Bug,Roman Ostash,Dan Shepard,2021-01-18 03:56:56.458000-07:00,2021-01-19 12:00:12.137000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1177,2025-05-23 07:53:23.330009-06:00,1586,2021,1,2021,1,1584,-7690,1,32.05435527777778,1,,Unknown,,
DEVOPS-1179,66970,GitHub repos read access,Done,Task,Raymond DeRoo,Dan Shepard,2021-01-19 08:52:38.192000-07:00,2021-01-19 08:57:02.971000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1179,2025-05-23 07:53:23.339378-06:00,1584,2021,1,2021,1,1584,-7690,0,0.07354972222222222,0,,Unknown,,
DEVOPS-1173,66904,Access to Marconi Github Repos,Done,Task,Raymond DeRoo,Dan Shepard,2021-01-15 11:05:54.263000-07:00,2021-01-15 11:11:06.976000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1173,2025-05-23 07:53:23.348691-06:00,1588,2021,1,2021,1,1588,-7686,0,0.08686472222222223,0,,Unknown,,
DEVOPS-1165,66795,Need to allow access to Metadata dev for more team members,Done,Task,Vincent Murr,Dan Shepard,2021-01-13 11:57:40.333000-07:00,2021-01-14 10:17:03.070000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1165,2025-05-23 07:53:23.357921-06:00,1590,2021,1,2021,1,1589,-7685,0,22.3229825,0,,Unknown,,
DEVOPS-1161,66741,Please provide  access to the AWS account where Marconi MSK cluster is running,Done,Task,Roman Ostash,Dan Shepard,2021-01-12 11:29:18.874000-07:00,2021-01-14 10:10:15.215000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1161,2025-05-23 07:53:23.367019-06:00,1591,2021,1,2021,1,1589,-7685,1,46.68231694444444,1,,Unknown,,
DEVOPS-1169,66809,Jenkins - Reset Password,Done,Task,Former user,Dan Shepard,2021-01-13 15:28:06.161000-07:00,2021-01-14 06:04:12.886000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1169,2025-05-23 07:53:23.376179-06:00,1590,2021,1,2021,1,1590,-7685,0,14.601868055555554,0,,Unknown,,
DEVOPS-1163,66773,ENV VAR for UPMS,Done,Story,Roger Williams,Dan Shepard,2021-01-13 08:34:26.655000-07:00,2021-01-13 08:43:56.944000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1163,2025-05-23 07:53:23.385942-06:00,1590,2021,1,2021,1,1590,-7684,0,0.1584136111111111,0,,Unknown,,
DEVOPS-1160,66726,Offboarding Markham Rollins,Done,Task,Dan Shepard,Dan Shepard,2021-01-12 09:42:05.090000-07:00,2021-01-13 08:36:13.780000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1160,2025-05-23 07:53:23.394869-06:00,1591,2021,1,2021,1,1590,-7684,0,22.90241388888889,0,,Unknown,,
DEVOPS-1131,66427,Access to Datadog for Ryan Hartman,Done,Task,Tiffany Chow,Dan Shepard,2021-01-04 15:31:31.344000-07:00,2021-01-12 13:46:14.840000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1131,2025-05-23 07:53:23.404288-06:00,1599,2021,1,2021,1,1591,-7683,7,190.24541555555558,7,,Unknown,,
DEVOPS-1156,66698,Jenkins access,Done,Story,Roger Williams,Dan Shepard,2021-01-11 13:52:36.149000-07:00,2021-01-12 06:57:21.834000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1156,2025-05-23 07:53:23.413796-06:00,1592,2021,1,2021,1,1591,-7683,0,17.079356944444445,0,,Unknown,,
DEVOPS-1157,66699,Troubleshoot S3 Policy,Done,Task,Former user,Dan Shepard,2021-01-11 13:57:22.644000-07:00,2021-01-11 13:57:49.425000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1157,2025-05-23 07:53:23.422656-06:00,1592,2021,1,2021,1,1592,-7682,0,0.007439166666666666,0,,Unknown,,
DEVOPS-1155,66691,Unity - issue logging into aws,Done,Task,leland kwong,Dan Shepard,2021-01-11 13:09:56.961000-07:00,2021-01-11 13:40:31.275000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1155,2025-05-23 07:53:23.432133-06:00,1592,2021,1,2021,1,1592,-7682,0,0.5095316666666667,0,,Unknown,,
DEVOPS-1152,66683,Update/ Insert new ENV values,Done,Story,Roger Williams,Dan Shepard,2021-01-11 11:10:02.519000-07:00,2021-01-11 12:19:23.603000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1152,2025-05-23 07:53:23.442163-06:00,1592,2021,1,2021,1,1592,-7682,0,1.1558566666666665,0,,Unknown,,
DEVOPS-1148,66670,"Get Chris Strolia-Davis, Ryan Hartman, and Tiffany Chow permission to access load test instances list",Done,Task,Tiffany Chow,Dan Shepard,2021-01-08 16:00:23.249000-07:00,2021-01-11 06:45:25.720000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1148,2025-05-23 07:53:23.451701-06:00,1595,2021,1,2021,1,1593,-7682,2,62.75068638888889,2,,Unknown,,
DEVOPS-1145,66566,AWS Snowflake permission,Done,Feature,Former user,Dan Shepard,2021-01-08 10:25:26.647000-07:00,2021-01-08 12:16:35.139000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1145,2025-05-23 07:53:23.460624-06:00,1595,2021,1,2021,1,1595,-7679,0,1.8523588888888889,0,,Unknown,,
DEVOPS-1144,66565,Need new AWS Access Key Id and Secret Access Key,Done,Hotfix,Tony Istvan,Dan Shepard,2021-01-08 09:03:12.108000-07:00,2021-01-08 09:56:50.789000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1144,2025-05-23 07:53:23.469873-06:00,1595,2021,1,2021,1,1595,-7679,0,0.8940780555555555,0,,Unknown,,
DEVOPS-1143,66527,s3 Access to CBS legacy,Done,Task,Former user,Dan Shepard,2021-01-07 09:20:41.391000-07:00,2021-01-08 09:46:35.384000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1143,2025-05-23 07:53:23.479104-06:00,1596,2021,1,2021,1,1595,-7679,1,24.431664722222223,1,,Unknown,,
DEVOPS-1141,66519,Need to give rights in Datadog to Tiffany Chow and Chris Strolia-Davis to create a notebook,Done,Task,Matt Macchia,Dan Shepard,2021-01-06 15:02:47.078000-07:00,2021-01-07 12:09:43.373000-07:00,DevOps,13769,None,10004,1999-12-31 18:00:00-06:00,https://entercomdigitalservices.atlassian.net/browse/DEVOPS-1141,2025-05-23 07:53:23.488152-06:00,1597,2021,1,2021,1,1596,-7678,0,21.1156375,0,,Unknown,,
